customer_id,shop_name,gps_lat,gps_lng,locality,territory_id,customer_rating,review_rating,shop_category,cold_truck_required,volume_tier,payment_type,credit_limit,outstanding_balance,lifecycle_state,acquisition_date,preferred_visit_day,preferred_order_window
CUS_DMM_0077,Al Anazi Trading Roastery,26.465368,50.108855,Al Shati,TER_DMM,3,3.3,Cafe,False,LOW,credit,2806.43,2845.0,Churned,2026-04-11,Thursday,Afternoon
CUS_DMM_0078,Al Manar Hospitality Supplies,26.423355,50.030672,Al Nuzha,TER_DMM,4,3.6,Hotel Kitchen,False,LOW,cash,0.0,0.0,At Risk,2023-08-01,Tuesday,Afternoon
CUS_DMM_0079,Al Tazaj Fresh Baqala,26.447709,50.099146,Al Mazruiyah,TER_DMM,5,4.9,Grocery,False,MED,credit,18796.94,16753.88,Dormant,2024-06-22,Thursday,Afternoon
CUS_DMM_0080,Al Shammari Grill,26.458857,50.124783,Al Shati,TER_DMM,3,3.9,Restaurant,False,LOW,cash,0.0,0.0,At Risk,2022-01-29,Tuesday,Morning
CUS_DMM_0081,Al Jazeera Fresh Coffee House,26.401543,50.067184,Al Badiyah,TER_DMM,3,3.4,Cafe,False,LOW,credit,9591.82,1213.41,Active,2024-08-14,Wednesday,Midday
CUS_DMM_0082,Al Faisaliyah Oven,26.432506,50.080693,Al Faisaliyah,TER_DMM,5,4.3,Bakery,False,LOW,cash,0.0,0.0,At Risk,2024-06-15,Wednesday,Midday
CUS_DMM_0083,Al Faisaliyah Kitchen,26.431456,50.109477,Al Faisaliyah,TER_DMM,3,3.6,Restaurant,False,LOW,cash,0.0,0.0,Active,2024-07-22,Thursday,Morning
CUS_DMM_0084,Al Nakheel Chilled Foods,26.42222,50.070764,Al Faisaliyah,TER_DMM,4,3.7,Cold Store,True,LOW,cash,0.0,0.0,New,2023-03-18,Tuesday,Morning
CUS_DMM_0085,Al Badiyah Roastery,26.394922,50.073649,Al Badiyah,TER_DMM,3,4.8,Cafe,False,HIGH,credit,76518.1,21512.93,Active,2022-05-07,Wednesday,Afternoon
CUS_DMM_0086,Al Safa Grill,26.421773,50.068133,Al Faisaliyah,TER_DMM,5,4.3,Restaurant,False,MED,cash,0.0,0.0,Active,2026-01-21,Thursday,Afternoon
CUS_DMM_0087,Al Waha Corner Market,26.395881,50.066658,Al Badiyah,TER_DMM,3,4.1,Mini Market,False,MED,cash,0.0,0.0,Active,2021-09-18,Sunday,Midday
CUS_DMM_0088,Al Rajhi Trading Kitchen,26.416631,50.062762,Al Nuzha,TER_DMM,4,5.0,Restaurant,False,HIGH,cash,0.0,0.0,Active,2023-08-05,Thursday,Morning
CUS_DMM_0089,Al Tazaj Fresh Banquet Kitchen,26.426799,50.038424,Al Nuzha,TER_DMM,3,4.2,Catering Kitchen,False,LOW,credit,11697.36,744.6,Active,2023-11-12,Tuesday,Midday
CUS_DMM_0090,Al Khaleej Hospitality Supplies,26.431966,50.086882,Al Faisaliyah,TER_DMM,3,5.0,Hotel Kitchen,False,HIGH,credit,97207.85,28096.09,Active,2024-07-09,Sunday,Morning
CUS_DMM_0091,Al Safa Fresh Catering Kitchen,26.426207,50.068561,Al Faisaliyah,TER_DMM,4,3.2,Catering Kitchen,False,LOW,cash,0.0,0.0,Active,2025-01-11,Wednesday,Morning
CUS_DMM_0092,Al Dana Catering Kitchen,26.461869,50.111983,Al Shati,TER_DMM,3,5.0,Catering Kitchen,False,LOW,cash,0.0,0.0,Active,2024-06-27,Tuesday,Afternoon
CUS_DMM_0093,Al Qassim Fresh Baqala,26.427871,50.046114,Al Nuzha,TER_DMM,3,4.0,Mini Market,False,LOW,cash,0.0,0.0,Active,2025-03-04,Thursday,Morning
CUS_DMM_0094,Al Rawabi Fresh Corner Market,26.441583,50.110377,Al Faisaliyah,TER_DMM,3,3.7,Mini Market,False,LOW,cash,0.0,0.0,Active,2022-04-07,Wednesday,Afternoon
CUS_DMM_0095,Al Baraka Fresh Fresh Meat,26.442588,50.109333,Al Mazruiyah,TER_DMM,4,4.4,Butchery,True,HIGH,credit,58189.33,57148.5,At Risk,2025-07-09,Monday,Midday
CUS_DMM_0096,Al Dana Fresh Roastery,26.422896,50.066042,Al Badiyah,TER_DMM,2,3.8,Cafe,False,MED,cash,0.0,0.0,Active,2022-03-12,Wednesday,Morning
CUS_DMM_0097,Al Anazi Trading Baqala,26.454752,50.110145,Al Mazruiyah,TER_DMM,5,4.5,Mini Market,False,LOW,cash,0.0,0.0,New,2022-08-08,Saturday,Afternoon
CUS_DMM_0098,Al Baraka Fresh Hospitality Supplies,26.453813,50.109616,Al Mazruiyah,TER_DMM,5,4.6,Hotel Kitchen,False,MED,cash,0.0,0.0,Active,2024-03-21,Wednesday,Morning
CUS_DMM_0099,Al Saleh Grocery,26.417665,50.066856,Al Badiyah,TER_DMM,4,3.9,Grocery,False,HIGH,credit,106318.37,31040.93,Active,2024-02-14,Monday,Morning
CUS_DMM_0100,Al Nakheel Kitchen,26.471752,50.127578,Al Shati,TER_DMM,3,3.6,Restaurant,False,LOW,credit,6802.66,3901.63,At Risk,2021-12-27,Thursday,Afternoon
